l_rdl,w_rdl,t_rdl,h_tsv,p_rdl,R1,R2,R3,L1,L2,L3,Cox,Csi,Rsi,rmse
607.99,18.7,2.17,84.22,51.73,1288.131945,5929.320714,1028.106577,941.185754,64.26799856,34.52653151,120.5647562,94.62627754,0.064312473,0.002242573
378.78,15.92,2.48,75.53,47.6,1213.85329,11931.09147,1719.353417,987.0939288,467.9988076,32.83533393,106.1525466,96.37874403,0.064385837,0.001505154
487.57,21.66,4.93,96.22,58.5,458.738109,4434.810691,1411.833733,893.0374307,3677.889388,38.17790292,135.6799436,95.06650319,0.064461181,0.002566412
223.91,24.26,2.76,84.47,58.69,806.5646795,63848.93296,1643.798638,1046.118946,3120.268774,34.11300458,144.4210864,98.1114504,0.064504574,0.002628429
682.5,25.86,2.13,64.79,55.64,1224.11725,2607.478973,495.1256167,836.5702728,56.05163331,27.55277091,155.041783,97.7850302,0.064571968,0.003569816
458.76,20.61,4.39,75.31,54.25,516.7788474,18985.5188,1587.35486,887.1224644,13401.43035,36.62394903,130.4903414,96.53874474,0.064870451,0.002074066
388.17,29.38,4.41,58.68,57.74,420.5527933,21643.54376,1405.435502,791.8290559,3652.139752,32.39943393,172.2920349,103.1890282,0.064894457,0.003734186
262.64,10.76,3.94,85.19,44.8,986.8053353,5473.468274,3084.062153,1086.548212,2249.701366,37.60673439,81.60790869,95.91830623,0.065056155,0.001412349
477.76,15.85,2.33,95.61,50.18,1490.365275,4916.892953,1202.404513,1012.897546,173.1344334,26.51273427,105.2236155,93.29184986,0.065060199,0.00170057
126.58,20.83,4,92.5,58.38,749.3796755,6586.19212,2213.709148,1222.692404,363.0079702,36.90018516,130.6598395,100.0298695,0.065259432,0.002111964
211.21,12.68,2.27,89.49,46.41,1778.744576,9189.397122,2029.761445,1187.03972,30.71993468,38.23194918,89.30037462,95.32400096,0.065435544,0.001350035
340.65,23.59,3.67,78.25,58.15,575.2025701,33561.58344,1594.357842,934.9406268,2879.295074,32.35169052,143.5412348,96.8001201,0.065465146,0.002580769
145.71,17.64,3.6,84.54,53.72,845.6186395,15169.47703,2307.691511,1189.846996,203.7943949,38.82246353,114.9628376,98.31988382,0.065695491,0.001838115
544.48,26.47,3.07,52.03,53.34,665.0123858,8117.817391,1253.455503,789.3018531,277.274151,27.87695898,159.2483341,101.0694984,0.065780422,0.003796048
262.13,20.08,2.93,51.68,48.35,838.5779807,90668.19076,1908.141124,943.1327379,1650195.469,34.28593258,126.0066435,100.5057791,0.066119471,0.002477825
460.31,17.78,3.08,60.17,48.93,824.6448977,44908.17379,1781.66909,923.8482426,584.5356462,34.78126029,116.3434056,95.76299494,0.066276995,0.002141525
567.93,17.38,3.49,59.46,48.69,727.3803039,34009.27594,1766.135745,896.7462194,1889.806084,35.49832305,115.6086181,95.3031009,0.066322265,0.002226746
233.7,22.06,3.82,50.4,50.22,633.5815895,16902.88015,1926.669352,913.751288,406.092696,35.38748619,135.7337461,102.1717364,0.066489662,0.003012102
591.4,25.48,2.13,56.49,54.47,1099.910552,4223.153611,721.3791232,844.6549477,90.502081,27.48643788,152.3947905,97.30479691,0.066498298,0.00355625
232.51,20.16,3.53,86.29,57.34,696.0855528,63865.09378,1924.444058,1068.183709,1396.351068,35.12797861,126.4923344,95.06912441,0.066622866,0.002082429
397.35,22.43,2.04,75.78,56.9,1256.905335,5595.077613,937.3033204,982.0884201,54.98294502,31.86912948,136.3272302,93.85197332,0.066636259,0.002496211
649.74,16.27,3.2,85.46,52.64,908.6231978,3483.387068,1860.213117,959.6269391,721.7986967,24.77384528,109.7797701,91.08281122,0.066649421,0.002070502
564.71,10.58,2.64,88.37,45.64,1509.946924,12463.15001,2369.216606,1069.319875,1433.976564,31.52516684,81.32460335,90.87801739,0.066654946,0.001384481
688.6,10.93,3.67,91.03,47.36,979.0808376,65139.42212,2333.161632,1019.785668,3078.345513,42.31886548,84.18167217,90.45153006,0.066821821,0.001550002
693.5,21.73,3.38,62.57,54.1,662.5683171,7064.769672,1296.994295,855.0610517,377.3743757,29.75327834,136.1778372,94.39223479,0.06686205,0.002896477
574.84,17.19,2.92,54.81,47.4,921.3849401,13396.03981,1655.023751,904.5983435,643.8686407,32.89989252,114.030385,95.04037345,0.066929489,0.002263284
246.58,11.47,2.94,79.76,46.53,1240.947956,69974.04002,2589.727338,1152.543238,1211.964578,39.6110638,84.21160928,93.19521914,0.067160819,0.001965475
520.85,20.32,2.74,73.13,55.28,857.6253351,11994.65,1380.032192,943.4992441,1218.218453,28.66941253,127.2204315,92.45547365,0.067204847,0.002423901
143.89,19.08,4.1,93.9,59.32,765.1349495,4268.272738,2258.795615,1227.212238,418.0976504,33.64583441,122.4644418,95.90400625,0.067325733,0.002029105
510.22,24.5,2.77,71.61,59.57,783.8169207,7028.336323,1107.236659,910.6813923,199.9854089,27.89682505,148.0042022,93.37201179,0.067392673,0.003058502
401.7,17.6,4.39,75.25,54.42,580.2838096,31226.51972,1763.550874,965.3016943,98887.2541,40.03345745,115.100295,92.16603539,0.067420403,0.002486158
359.58,16.92,4.34,82.72,55.38,607.811316,35548.47825,1822.288975,1006.26335,999.291811,42.44817986,111.5964671,90.77576936,0.06751394,0.004089022
383.08,17.83,2.51,78.01,53.76,1119.360694,8768.558117,1498.690537,1027.702561,467.770868,28.86019899,114.9994955,91.81472166,0.067569508,0.001898381
641.56,13.25,4.66,84.55,51.12,648.0074138,46569.11355,2002.288211,970.5799982,11385.79927,42.11373464,96.13600022,90.23989024,0.067659502,0.001690992
486.96,14.79,2.92,59.49,47.25,999.705739,35490.88186,1934.541327,975.3412778,666.2634979,36.67111816,101.533779,92.91531323,0.067777724,0.001853487
291.84,15.7,4.28,76.53,52.63,691.4572173,9107.944826,2060.30989,1032.487146,382.3072092,37.90620414,106.2655519,93.1541629,0.067782798,0.002936433
367.87,12.97,4.3,55.53,45.51,774.1428738,11087.91679,2316.698324,974.1331748,492.6085538,41.02048554,94.56479341,94.7471482,0.067817835,0.0042523
309.88,12.38,2.48,74.46,47.11,1416.932565,22719.60436,2093.221329,1120.128523,877.2529862,34.8268885,88.34835557,91.9471817,0.06783584,0.002195965
403.9,20.1,3.74,86.11,58.86,614.3221189,27973.3853,1611.937925,984.6924198,1489.058905,33.70889648,126.4685732,91.35304395,0.067891329,0.00224928
358.16,12.25,2.14,73.01,46.82,1923.112604,7616.184375,1426.710481,1114.522949,156.1041592,33.5732894,87.87839114,90.91163904,0.067957392,0.001409304
656.49,27.57,2.54,58.28,58.68,827.9223576,4070.612182,823.276046,830.1970306,57.25401176,26.73906453,163.1916221,95.27894829,0.068002291,0.004115437
236.63,11.93,4.14,74.89,48.72,878.6170347,21170.24964,2550.779379,1118.210619,427.0467004,42.01923158,87.81419026,92.93815275,0.068083338,0.001614405
697.1,12.22,4.37,99.17,52.37,741.3698126,49835.47198,2075.32136,1010.781474,4311.773402,42.66883199,91.06907448,88.02880193,0.068438362,0.001681136
319.23,14.56,2.16,54.13,45.65,1516.681375,12554.03272,1595.423485,1049.716869,136.0589237,35.2191739,98.47706598,93.94929569,0.068456904,0.002367584
464.92,27.77,2.11,56.26,58.38,1115.921727,3685.654578,748.767763,873.5251784,45.32405899,28.33488713,162.5252974,96.10071637,0.068518755,0.003925834
400.35,27.28,3.78,58.45,59.49,504.64438,13270.5986,1399.817608,859.3803146,1642.799861,29.9169674,161.9247721,96.71984967,0.06852526,0.003796335
545.7,17.66,2.27,53.6,48.59,2124.402371,2119.383996,562.6409257,937.4809246,48.83618882,25.53771111,114.3582132,93.04665768,0.068534935,0.002355609
191,19.23,3.5,85.23,59.02,764.2548709,21600.0705,2054.039859,1161.673992,1103.627238,35.40124044,122.4268246,93.2354271,0.068549639,0.002075097
380.75,10.48,4,60.55,45.45,979.5750264,10794.14092,2723.341257,1052.279136,2010.553653,40.32904088,80.86468342,90.95958535,0.068833639,0.002216058
445.34,28.25,3.54,51.04,57.2,527.9322458,20149.78903,1359.280198,813.4270179,287.0236645,30.01971899,166.1914908,98.48509867,0.068856746,0.004325455
133.52,15.35,3.66,65.14,51.97,878.7662847,1674.293768,2667.479164,1242.652248,4396.639002,38.51217624,104.3752927,96.16602336,0.068942453,0.002050517
217.82,13.19,2.18,51.41,44.29,1738.526373,11019.44045,1754.856601,1137.566972,139.5158489,35.90168563,91.42021764,94.70705665,0.068990871,0.001873433
336.67,17.04,2.89,66.87,52.57,942.6428896,24046.83706,1838.961844,1034.367638,673.4104234,33.88901523,111.2197258,91.66753851,0.069004561,0.001933957
407.51,14.03,4.17,96.69,55.24,725.0484582,21880.85756,2073.887887,1054.514141,4023.738116,40.36059736,98.43203161,88.22668124,0.069030595,0.001864665
519.15,16.2,2.65,79.93,54.22,1141.638231,7094.707944,1459.39676,1023.942642,296.3154706,29.9577641,107.8806177,88.65654326,0.069074079,0.001992547
127.55,16.09,2.53,85.91,56.11,1298.810445,31049.65351,2208.750463,1400.77304,374.3401395,38.00332605,106.5558636,93.28113718,0.069305382,0.001826057
408.7,18.42,3.54,88.69,59.17,690.9832493,28251.56141,1697.647568,1022.839307,1930.533432,33.85045038,118.578468,88.99064648,0.069339015,0.002135351
235.84,20.69,2.29,80.46,59.62,1495.93805,3430.012645,1156.786185,1147.9083,171.7295065,17.79252209,127.5178106,91.48765505,0.069378671,0.002473833
586.06,16.44,4.3,80.5,56.55,615.1748939,21071.32596,1675.124953,970.2849174,927.3738939,39.27029606,111.7037343,88.30591914,0.069441606,0.002012553
119.78,11.48,4.3,83.83,52.72,1025.428008,7055.953544,2931.862059,1370.006628,522.8201182,39.57650435,86.48108236,93.45047804,0.069514066,0.001497058
517.11,21.08,3.06,73.76,59.34,758.2896271,9362.29601,1319.648921,961.1511475,334.787406,30.52659007,131.5561669,89.50414419,0.069570536,0.00270294
144.42,16.34,2.56,57.12,50.41,1223.352582,49363.84513,2206.308514,1234.425382,1146.549448,37.47072884,107.4728317,95.85818017,0.069674257,0.002313516
657.74,14.21,4.68,76.91,53.91,613.0426462,26084.86522,1840.62876,974.2065169,2918.654883,40.70657663,100.7043342,87.95288105,0.069847716,0.001944575
628.28,12.77,2.02,93.98,52.46,2279.075009,4325.122902,783.3642311,1096.892084,294.8306328,9.548895569,91.95432591,85.78696489,0.069865377,0.001884245
162.33,15.96,4.27,94.29,59.1,738.7234753,11529.14712,2255.290777,1251.975084,121.0218037,40.89717357,107.6867321,91.34598363,0.069915767,0.001864501
682.56,11.22,3.7,70.89,48.9,973.3371069,24921.3323,2229.785658,1027.708457,558.2299002,41.68493647,85.58034857,87.66323552,0.069927107,0.00163229
544.12,15.05,3.75,59.9,50.34,746.032208,53069.21632,1923.486423,964.2105662,1994.159063,37.9989797,103.528662,90.0424504,0.069992163,0.002024469
667.03,11.47,2.11,94.43,51.02,2051.0082,6905.760018,1110.045212,1110.693358,304.6700547,26.08073357,85.65223611,85.5429519,0.070000772,0.001753183
209.05,13.27,4.53,95.2,55.79,763.8347744,11593.03633,2345.511367,1189.722502,440.2480834,41.17044973,94.52577035,89.81823224,0.070004846,0.001779047
551.38,15.3,3.15,58.05,49.87,895.4177825,30790.11752,1855.152575,971.1881156,996.1259972,36.36971271,104.7273411,90.05779435,0.070054167,0.002105835
611.47,13.39,3.97,86.08,54.4,784.3593724,7726.931299,2019.298835,1025.209358,1944.351817,36.99685121,96.34111576,86.43895453,0.070265123,0.001742795
260.17,12.15,3.59,79.47,52.04,966.0773221,6480.257729,2668.48443,1164.172536,4251.609507,37.69110736,88.30483086,88.90728133,0.070476694,0.001434396
469.78,16.15,4.82,60.06,53.19,568.5062503,56265.88709,1770.658308,950.4007797,1660.22346,43.78783489,109.6823715,89.32886908,0.070531296,0.003438742
114.58,11.83,3.23,93.32,54.78,1202.402715,10418.70963,2998.633935,1496.005727,17300.36609,41.95086846,87.22236029,91.12332873,0.07077294,0.001508783
582.79,20.9,4.86,61.72,58.15,445.599309,1028.982234,1442.085943,886.607737,1085.508067,33.89005805,133.8201725,90.12021548,0.070859358,0.002823713
403.66,12.32,3.84,57.62,48.34,858.031382,36481.38095,2365.589055,1036.40881,38582.98699,40.88518208,90.04238627,89.3756626,0.071109434,0.001650272
176.74,11.15,2.55,66.41,48.78,1610.756087,18223.28305,2535.04971,1300.505719,1052.293574,34.77047009,82.44998884,90.21102412,0.071210791,0.001548809
315.85,10.38,4.75,68.88,50.2,821.3334086,31926.8704,2581.138043,1106.500596,939.0864508,44.52293001,81.69290904,88.51026408,0.07141357,0.002146401
590.95,16.17,2.28,50.36,49.48,1998.513894,2582.168068,720.2961782,975.3284081,157.0297844,7.893394377,107.3647333,88.62435917,0.072191738,0.002414363
440.91,14.93,2.43,64.42,53.54,1276.313114,11893.34187,1543.14619,1077.70461,259.6320324,34.09426953,101.3521442,86.11773051,0.07268198,0.001956264
253.25,18.32,2.83,52.15,53.97,904.2041334,73789.99859,1915.715941,1076.958944,1142.113659,35.11629664,117.0673214,90.27352651,0.073702901,0.00447898
634.51,17.2,4.15,59.34,56.69,615.2588373,12211.1446,1579.071602,953.7343199,215.120428,37.69809272,115.7368979,85.81536001,0.073752835,0.002619066
462.58,22.47,2.06,55.61,59.02,1268.880446,4598.406283,895.5615008,979.8700689,30.59354083,32.65543542,138.1386961,87.87587323,0.073827908,0.003357847
171.48,13.06,2.75,77.41,56.68,1274.766762,37933.13458,2392.933192,1366.295217,1418.364866,37.61314864,92.02828557,86.5540501,0.0739291,0.00174093
291.58,11.17,2.01,58.44,48.86,2570.01534,5747.362848,1045.82506,1221.383268,132.712728,26.67915083,82.07782856,86.0614281,0.073971105,0.001852309
349.22,12.02,2.68,59.79,51.3,1442.476807,9675.387369,2054.990249,1152.618615,409.5698486,33.66066894,87.38409307,84.89933251,0.074324654,0.001690528
179.02,13.64,4.48,75.64,59.29,806.0600589,6985.757443,2337.09268,1273.287093,285.9947441,39.98249286,96.53237526,86.8165157,0.074404622,0.001968758
143.59,18.65,3.68,58.93,59.4,810.570442,11404.27736,2218.226315,1261.990014,289.5074153,37.79992626,120.2172114,91.42791118,0.074498891,0.00293127
472.43,11.38,4.47,65.77,54.5,776.6809628,26666.3328,2252.445664,1088.067578,8587.468526,45.94019076,86.05380629,82.58864603,0.074644002,0.003729063
429.83,11.53,2.22,96.75,57.82,1914.829564,7504.957724,1424.120672,1233.407172,344.851887,26.46281234,84.96286547,80.8786505,0.074829892,0.001600145
664.82,13.51,4.19,74.04,58.64,727.7027468,17456.16634,1843.233255,1045.706233,754.2754775,40.44454106,97.43542358,81.91261513,0.07493915,0.002093392
240.71,13.66,2.56,83.15,59.46,1342.664112,14062.19433,1986.129219,1297.845607,589.4008994,32.58806469,94.4935159,83.52234291,0.075083489,0.001946666
555.39,10.06,2.94,99.27,57.69,1424.50062,13145.18004,2212.744608,1200.754559,714.6544963,36.2783526,79.0884542,79.80969591,0.075327945,0.00158228
114.72,10.25,3.47,86.65,58.89,1231.450953,52284.62638,3157.533477,1609.23554,21263.97378,43.5176761,79.89799351,86.27569504,0.075395882,0.001580674
308.73,12.11,3.27,69.61,55.83,1055.421388,29974.69722,2447.616007,1197.773885,4185.496684,37.82838721,87.76526057,83.30767539,0.07558536,0.001638162
514.16,10.26,2.65,70.19,53.39,1575.614936,11193.21824,2321.521212,1175.200043,1100.400988,30.23917831,79.52386726,81.29722188,0.075642905,0.001608299
231.39,18.02,2.27,53.36,56.52,1867.751043,3024.890928,929.5031059,1171.943379,108.228497,18.32425455,114.8642239,87.14597015,0.076326283,0.002837203
687.54,12.89,3.98,70.64,58.94,830.322052,6833.37929,1887.512963,1068.054471,897.6376576,35.55589303,94.81214793,80.2098839,0.076624251,0.002173218
587.95,10.81,2.19,93.38,59.2,2252.696249,5577.211703,998.9096106,1223.479968,155.5183955,28.87274927,82.08549367,78.19157102,0.076709289,0.001842492
637.07,15.4,3.37,60.6,58.02,863.9550786,7954.238725,1655.343468,1030.992594,643.023672,32.22396373,104.9403381,81.69653558,0.076762148,0.002456781
440.66,12.68,3.87,71.89,59.19,846.2794953,21927.64176,2151.287142,1132.138399,1817.933552,39.3587449,92.44801726,80.97250984,0.076868101,0.001847115
673.35,11.23,4.94,61.1,55.35,696.2343083,3891.802789,2115.381978,1048.851606,7324.393729,43.73267063,86.75743851,81.21440346,0.077011885,0.001910427
270.29,10.2,4.29,54.46,52.54,940.2261107,4639.781237,3023.637907,1186.477008,1936.710872,37.95343599,79.46654474,83.82545873,0.077745322,0.002162699
392.01,11.23,3.88,60.39,55.67,908.7990979,46184.10259,2442.518535,1151.742651,101085.7209,42.29442894,84.71674688,81.12493649,0.078243442,0.001745914
147.12,15.7,3.21,50.58,57.17,973.0209366,46980.87116,2447.14921,1322.141151,4007.947702,38.00105526,105.1977773,87.25339421,0.079057915,0.003252834
516.64,15.76,4.48,55.6,59.9,610.8728081,5625.526029,1767.425056,1026.294358,2026.699861,37.37513076,107.8433889,80.96809971,0.079413089,0.002404609
125.96,10.1,4.21,63.95,59.58,1050.841485,22577.67802,2982.210392,1525.211687,916.8272283,44.33310675,79.97065474,84.02711824,0.0797186,0.001931183
474.88,12.61,2.52,60.17,59.74,1454.660415,9059.83745,1630.845577,1188.587409,130.6927007,36.66313225,90.50306085,77.25641466,0.08154349,0.002108962
