l_rdl,w_rdl,t_rdl,h_tsv,p_rdl,R1,R2,R3,L1,L2,L3,Cox,Csi,Rsi,rmse
332.81,24.15,3.74,75.89,49.14,617.1763416549314,1641.3175074361684,1835.4339677829519,809.5743194573959,778.8562200660626,26.659626614116203,107.51174983307274,37.08130106164945,0.04664020662579505,0.003942921313573335
400.65,15.01,4.9,74.27,41.05,1517.293301228806,876.8511516973442,1788.2058866248346,838.0109571137125,72.16517138605967,15.401685580767365,83.58998196341548,39.52236287878918,0.046283396628381546,0.0036543710033161117
655.4,22.91,4.83,82.58,52.73,918.3704428819779,687.6666596548329,1026.6071585176153,789.4006692229306,63.5890733794345,14.490184480361766,105.0878742020606,34.9176397188823,0.049465937026074845,0.00462131523807839
477.76,15.85,2.33,95.61,50.18,3466.610278401231,1406.35706489611,265.5240533776281,1008.7703643692241,39.72619119535766,53.09339438913982,81.74762062830446,33.93198896268725,0.0536757132303881,0.0006527033535343744
307.42,26.47,4.23,79.47,41.59,590.3129333321741,1045.0787723549265,1931.542515830508,638.8545197180435,483.3852118520091,29.351658433604705,120.04182318288828,46.26674803530677,0.03775461660787022,0.007584739135215125
151.68,25.53,2.92,78.63,51.49,893.1549161499859,2595.610494579256,2538.38819791788,981.2705062321467,1129.7752132684466,26.679547722144225,110.19587925765524,36.78556224021987,0.046452169604384724,0.0015408646819877001
403.9,20.1,3.74,86.11,58.86,642.8973970996859,2431.667777994967,1734.1997955535492,984.8797332565023,1050.059251983101,26.646269983563815,92.78516739281142,31.074313047152692,0.055626687833721766,0.0020600377255043214
291.84,15.7,4.28,76.53,52.63,1369.5887867363263,1154.9788356349732,1775.6805673337972,1031.4797146913897,73.06948277646094,18.00746534297968,81.53661470865457,32.59160456614475,0.0546388073406674,0.0034107046324996226
590.67,20.41,3.72,51.77,46.14,644.591855244532,2000.3231394170282,1781.900779767061,794.7002746718996,938.4996126015706,26.765053501819867,96.49892384803665,34.47533978147537,0.050441413027165725,0.0024753760373799672
216.98,22.36,2.45,98.51,54.42,1047.135992995927,3331.1305381135708,2509.762822285061,1040.013096851138,1097.3628043434612,21.536498919716173,99.99998836544081,34.25767953126,0.050512450214187835,0.0008879123017214466
