l_rdl,w_rdl,t_rdl,h_tsv,p_rdl,R1,R2,R3,L1,L2,L3,Cox,Csi,Rsi,rmse,scale_max,scale_min
485.28,29.08,3.68,62.92,56.4,513.5950978677369,1324.405286533588,1388.2156790438028,776.9343447981493,860.8881694904883,22.97876134264402,171.25298618698255,104.31858350293837,0.06278138135288758,0.0037307965509800482,3.1632353876181427,0.5352961348077646
531.17,13.98,3.85,59.34,50.11,816.9025292906656,3809.070794729691,2232.545904811166,986.5252379760925,1130.4342789638622,31.152018375511894,98.07339162711666,88.91042619090726,0.07090110181363604,0.0019847661860952254,4.376009855094391,0.565729823032846
464.92,27.77,2.11,56.26,58.38,966.6836171875178,2344.2819451498694,1398.8083134378069,872.3151673543975,872.3322607540053,12.18300698135496,162.52529680726144,96.10071576522166,0.06851875473178438,0.0039258339327184096,1.6954415814991592,0.2961528540704425
411.23,17.75,4.68,65.89,46.72,1021.3344694947673,900.5695800895357,1682.5236078762814,858.4029463890643,84.58139336753072,19.98772473327631,116.25065692809817,101.32916715156973,0.061689539874173124,0.004304152352282025,1.3376021191429621,0.42033019721627085
380.75,10.48,4.0,60.55,45.45,1023.6864428329213,5423.858052733145,2913.9918232208465,1051.2589982726013,1038.584216514864,35.56016642761713,80.86468345631006,90.95958545583454,0.06883363922821074,0.002216058006440335,4.21861931491609,0.5390976529999442
143.59,18.65,3.68,58.93,59.4,822.1070874993654,3123.5378266719595,2441.369885447543,1260.2931257839075,950.889294456574,31.642830863706617,120.21721160199628,91.4279114559574,0.07449889185669614,0.0032498826592921707,3.5437866834709233,0.6266666046518717
514.95,18.19,4.33,95.76,46.85,652.5325077526059,1704.9325179176176,1840.6331332083862,840.1526237698689,566.2537039623188,28.893640967253937,120.18576839056001,104.28503353471265,0.05868270079469468,0.003940121427514746,2.5307529613424733,0.558109406595306
672.4,29.22,2.71,84.81,51.37,700.2339068526276,1560.4427318056719,1392.0619311464222,714.3810679729949,886.1010997625419,17.330541920578817,172.77535796052067,115.14886924387132,0.0544146338136011,0.0031091076481844717,1.9343467875407752,0.3664231400302006
435.06,18.82,3.95,81.17,46.61,673.785004408201,2047.3566550428036,1951.4884962519081,847.9382987464377,778.7113817605799,28.797581808532314,122.45381191674784,105.03211699548386,0.05930258352195114,0.0035305025997029458,3.202276335285765,0.5679021012019042
673.35,11.23,4.94,61.1,55.35,1246.4707766987724,1487.7016399930894,1790.9978686265495,1049.7573496541438,91.71388709584798,23.71123437895974,86.75743850756022,81.21440345313769,0.07701188478021723,0.002579075661072437,1.3912051924648905,0.4233055397079106
546.64,29.64,3.95,82.56,46.38,521.7697493312947,950.250086815156,1583.9420511624414,623.3083948450444,628.7689954833324,25.52509702757126,175.71166013879323,130.49192287878768,0.0495349563325777,0.004988136186360894,2.545097786479266,0.499674396322588
437.84,28.03,4.92,61.94,54.92,919.320883155848,628.4898269008688,1106.1123132256591,755.55943893878,62.955727535640264,12.633130732118564,167.28922474926085,106.3381643475726,0.06186945633079226,0.006794367281244651,1.6046882377919636,0.3029085341879643
319.23,14.56,2.16,54.13,45.65,1520.7320320097256,5946.533168447016,3247.9626158763012,1042.5151570963908,1202.1351757215793,21.64224776168307,98.47706597073032,93.94929566846628,0.0684569042270283,0.0023675844348247056,2.4614635081918697,0.5696785165025049
516.64,15.76,4.48,55.6,59.9,667.4739780375795,2410.393372482875,1804.9583575380482,1027.2637433041614,611.8975534644924,30.280475889057367,107.84338906590752,80.9680999408662,0.07941308979929647,0.003272019424320052,2.7569879374509747,0.5997183040568936
