l_rdl,w_rdl,t_rdl,h_tsv,p_rdl,R1,R2,R3,L1,L2,L3,Cox,Csi,Rsi,rmse,scale_max,scale_min
233.7,22.06,3.82,50.4,50.22,671.7482978241736,1976.9932752685077,2040.566692653377,912.5031996692258,750.5617873437445,28.741844572969786,135.73374642468644,102.17173667213966,0.06648966256923025,0.004392720165650992,3.0543665429797096,0.6265496985097343
514.52,16.54,3.7,80.7,45.3,757.6356132016923,2890.425832467787,2110.12991225599,878.3672641687302,1056.5239113224131,29.160750968979478,110.0448296731926,101.91344338127723,0.060635707894997344,0.002219216872652929,3.9592835650016562,0.5536485799050858
544.12,15.05,3.75,59.9,50.34,786.691836119681,3517.8962920721433,2107.255547616982,963.8768729354628,1188.8510999328807,29.834294328482297,103.52866200489063,90.04245038504135,0.06999216292820219,0.0020244687780221226,4.396358592783523,0.5706758859462003
315.85,10.38,4.75,68.88,50.2,1806.696362835834,1390.9042879316332,2176.5365139970177,1104.496197774027,80.46559724775231,19.658975311956375,81.69290903775304,88.5102640624234,0.0714135700557382,0.0024693597777229815,1.5268865056559537,0.38714115984181685
669.59,28.7,3.08,65.36,46.22,644.0349426588903,1311.2912037451242,1623.5607850308759,648.8548389074622,819.7911303138476,21.281732276943856,171.11874872277295,123.9017091921338,0.052611880114896696,0.003099085910921,2.3752201544941745,0.42260718682166765
586.06,16.44,4.3,80.5,56.55,654.9915657781304,2397.7419636034915,1772.9042246738786,971.0792840370569,815.7428961156688,29.959975879695946,111.70373425426092,88.30591912859221,0.06944160596077148,0.0024135719581009126,3.4397374582085427,0.5697235418076367
260.07,22.51,3.98,71.67,49.59,642.8563422057309,1610.9108504494498,1937.9319546199663,871.2307641100568,626.4677997340759,28.311719139244936,138.18784201485366,107.36959544565846,0.05969524709679057,0.004690464829561375,2.6587167042284565,0.5965386273617361
208.28,29.37,3.55,63.25,54.25,634.6101598133125,1576.088844582168,1934.998021102219,855.0931591753889,827.7245079515968,26.652518528118584,170.41340283071233,112.18927345983874,0.06037770971544628,0.0039277402804383235,3.0576576671609947,0.5704607149412508
417.7,13.31,2.5,81.77,43.5,1363.7645160351615,5747.645653395034,3173.4699793504237,996.3524220713484,1320.7518534943833,25.171979875130866,93.44253677554511,97.86973555932074,0.06276934505099516,0.0013267780923517023,2.639126045983214,0.5361074263471167
132.62,26.0,2.64,64.06,55.35,1020.3488660014752,3091.1664682751407,2753.1431163424654,1098.6833226393353,1200.7178150424513,25.47388298363048,153.80051492873218,107.00694341229405,0.06379489464769851,0.003271084957605677,2.740934938871678,0.5628881321789575
165.68,22.6,2.99,65.32,52.9,891.7249953422955,2882.332276502962,2506.3083214941485,1048.823197736375,1149.355026356702,26.879641507261837,137.54320215876157,103.32713793562995,0.0642209169333881,0.0024628687279962366,3.342934470862152,0.6163362149784449
137.98,14.32,2.95,84.07,50.38,1208.7233014446115,5699.792754767603,3332.548354737565,1273.9642380505677,1518.4693745315942,31.304614223580458,98.42220665139193,96.49398189951832,0.066512705373681,0.0015956583768249259,4.0915446047797115,0.566733594717567
145.71,17.64,3.6,84.54,53.72,864.0165857071244,3389.4164439653055,2567.065574982294,1187.7964322367595,1073.2227823249393,32.04947654787567,114.96283780519711,98.31988409365817,0.06569549087517534,0.0028997158762677036,3.8678780617534287,0.586842918690381
269.84,24.16,2.26,86.41,45.81,1094.9197598545848,2756.478650145839,2568.93456750541,833.136884354752,932.5813462867677,19.801872160155106,144.71412255195614,116.8388692992249,0.05444908750975466,0.0021794285805525533,2.0688827036719264,0.4531774950736476
104.46,29.03,2.09,86.1,57.49,1407.4483161809158,4059.231737927156,3327.1494041233263,1197.976726393037,1251.6339585652504,22.56759852307207,167.89434955094882,113.25350306305074,0.05949130213650506,0.002959061656839658,2.357329335309444,0.4641555667245669
143.89,19.08,4.1,93.9,59.32,1493.963298573905,1139.597946072275,1910.484838100708,1226.6169819489448,70.89485492679609,17.45544035934472,122.4644419257338,95.90400647522915,0.06732573340685312,0.0038918961906984567,1.5502803349809609,0.29861800086386964
349.66,20.99,2.03,70.71,47.37,1265.6864612893664,3554.6835427634733,2426.3142016793754,902.0802149186213,994.3120106093274,16.45721619420137,129.28183892685232,104.42126670049187,0.060430301512548815,0.0019186014180692333,2.2503315121799297,0.42967198844478044
505.58,29.38,3.2,72.15,41.3,680.1778771754215,1121.7256319086646,2012.8907460277921,567.0817194831689,729.2225935855572,25.20512105059475,175.08242299503056,145.8500009462891,0.04577040404560803,0.0025390695876533376,2.323362230063313,0.42491228822800603
620.39,28.17,4.18,53.54,48.49,494.18127496918584,974.4999894867574,1457.320932684239,667.8360117611444,580.7281432409129,25.32167579124229,169.35332206246267,115.63746029319024,0.057980747713369,0.005185011823657204,2.491419641994521,0.5434831748137224
119.78,11.48,4.3,83.83,52.72,1683.6200657677928,1877.3683850771238,2706.8283730561275,1368.6168248497395,93.36186058447055,25.32760503888873,86.4810823564554,93.45047803213583,0.06951406574255742,0.0028604602788676074,1.42607464158893,0.38310728075427297
445.93,27.05,4.91,73.65,42.92,692.0499538385403,519.8105744487056,1603.098834160243,608.9617229406136,115.960320763038,22.262038381436103,163.584066602665,133.23119290356934,0.048154601860163855,0.008086899992927563,1.2889494636503454,0.4403114985647892
270.28,23.31,4.99,97.45,55.88,1237.3991273178415,615.3903823397121,1392.500343920057,904.8093761219036,62.70245891021272,11.980661260335784,143.0497558679325,103.19105021566467,0.06128321070495178,0.0041261162209841416,1.8162100841538513,0.30526628420468604
599.38,28.13,4.48,68.86,47.14,496.7097333253028,825.5446484398992,1450.1313313089229,643.742135504485,455.3027485323713,25.261063652192934,171.03894744932737,123.39128480289494,0.05269635810216878,0.006610537199702795,2.062201146779211,0.5286794303483515
486.96,14.79,2.92,59.49,47.25,1046.4502270839478,4405.584055972866,2538.2826955728247,972.5332971121154,1307.1901314080935,26.190877569346895,101.53377898185171,92.9153132103536,0.06777772413434434,0.001853486938999387,3.4795696074107796,0.5642388714959897
639.38,20.07,4.01,69.82,40.91,634.1370781407818,1649.4778680011477,1839.105744352559,721.6312725380577,756.8425382163549,28.2899148759707,130.47237327930193,117.20069200510086,0.053790026996945045,0.0038372653064152203,3.003361373657649,0.5672429100085505
574.84,17.19,2.92,54.81,47.4,927.5435733704383,3390.845761688954,2142.672206230336,902.9413362080035,1201.7538446627063,23.916338846661823,114.0303852860927,95.04037392339927,0.06692948930544355,0.002263284258000029,3.1063899236734067,0.5803875729746262
319.06,28.07,2.77,79.41,56.75,756.4634362669773,1963.6155983449216,1827.9827783342052,875.8049549891473,939.0042242138962,20.096718433671708,163.1626983062926,104.79323588832612,0.061004737528314916,0.0027344521722491026,2.4872104198031244,0.47556286344660587
217.82,13.19,2.18,51.41,44.29,1676.3869792057696,7238.430403086318,3892.205317533767,1128.5239604615533,1363.1334285607695,24.533744308262442,91.42021763411533,94.70705663561253,0.06899087074163314,0.0018734334101215145,2.676782094523719,0.5683361833193946
567.26,25.17,3.64,80.0,49.27,573.2039706930233,1496.3083656205076,1569.8476033282639,745.3775999231053,884.9432912960197,24.52375206565948,155.4219109703556,111.77082533495711,0.05628014930509485,0.002573195242443542,3.170561913550531,0.5602347032985209
402.16,19.3,3.46,81.11,40.83,759.3004863459832,2302.8450157944535,2201.683785078177,780.4685026500491,980.663496448421,28.138961085451044,124.18031152677754,116.84322265413243,0.05379165293753258,0.0024710318389887264,3.437326518846463,0.5607438960498657
183.82,22.57,2.28,56.02,49.77,1186.8894332967302,3541.41854669763,2888.48907184196,1005.7721729334572,1083.1470067117123,21.714127198396966,136.47476107545873,104.50813264689118,0.06425556906353068,0.0028239842972710423,2.1751981173074095,0.5359986729670845
151.27,11.7,3.12,52.33,52.68,1282.4782602660575,7254.534282298064,3534.5752378759107,1350.830501397347,1636.9492302275978,33.56460415258588,86.35662418845156,86.91388112310447,0.07742357341871213,0.002223597520996369,4.738878661869742,0.5861289512574388
665.08,24.14,4.22,66.86,40.2,568.1555744719261,1060.3207953048905,1704.8705391482272,621.9848074614674,583.0200241393462,27.44560682970691,151.0587541028474,131.02648054801557,0.04941146832589296,0.005579650041897996,2.4229746134815637,0.555415063630599
407.51,14.03,4.17,96.69,55.24,787.8792030594955,3148.750390785193,2205.827626929913,1054.076417394301,773.7503621382878,31.78868556024271,98.43203167807265,88.22668136419078,0.06903059564424104,0.0026801897841947286,3.367125618970989,0.5518903772510355
433.14,21.04,4.9,68.89,44.35,953.8745441888844,676.738560329835,1547.4710538236989,749.9646107707356,79.89605443199434,18.071073364678053,132.3445964220032,112.47728429916815,0.055769297888764474,0.00544606340186726,1.3480762228815066,0.4117456633962733
156.04,22.41,4.17,73.89,46.85,1384.1388590505114,996.62384705485,1924.141187488428,904.9171451561467,70.7528071776539,17.4315203567649,138.83238379852685,116.27810190938337,0.056757115461363444,0.005560120286889453,1.5617550729949925,0.29342352213663003
401.7,17.6,4.39,75.25,54.42,664.6354987397237,1890.57402015232,1835.1967955091416,965.0077591150679,507.5430374026241,28.759474100327463,115.10029505266746,92.16603543809367,0.0674204031103338,0.00391791795748815,2.356649866437144,0.5768068240883435
512.96,22.19,2.37,87.51,41.07,1021.5954302704367,2508.3216475258164,2299.2016671500105,736.1276301191051,932.9443272343483,19.2860759019367,136.82421493581907,121.33724387736642,0.05151308232611892,0.0017644190872295226,1.9211627797261208,0.4390265318049641
632.66,22.06,3.14,77.64,46.57,715.8791034365031,2127.3651664771264,1742.9568190745895,780.2703965593753,1060.7431208075761,22.91382775279453,137.54194266650518,108.68988985450412,0.05725141196538404,0.002268418845957762,3.060406419761195,0.5547667631864349
339.72,16.57,4.09,65.79,42.3,764.4484325722583,2367.314051730232,2201.3928486583613,859.8100742714857,407.53248597205004,30.388378709668974,110.75956549077222,107.63426405555116,0.05923433208396979,0.004444704939127468,1.7364192785003507,0.5636614736165207
693.5,21.73,3.38,62.57,54.1,639.9698841626578,2252.7571830095426,1498.1185585109886,855.9992149520905,1227.7730726807706,23.388052990012426,136.17783763085743,94.39223526452818,0.06686205014549904,0.0028964766757514806,3.6796978863600422,0.6004684200663053
403.66,12.32,3.84,57.62,48.34,923.2279512888308,4693.457336925794,2585.711966783585,1035.0674421170875,1154.5832730852835,33.103603905392745,90.04238626169904,89.37566258180398,0.07110943407163912,0.002140060736970505,4.49184200136154,0.5592675187792617
238.91,24.87,3.44,77.77,42.22,718.7389045435706,1724.2569315754731,2224.3780943328816,730.3700615354296,885.2663790992423,28.397010840351932,149.20867068224635,129.29784765172056,0.050492206639780844,0.0033903309291403757,3.0603407277634083,0.5738806531372919
402.61,21.54,3.67,83.62,46.71,657.7737765351678,1908.6388729946943,1905.6514453537168,809.4867934224169,874.2672771821495,27.10075705197315,134.85892508824145,110.19230656099757,0.056972095116079625,0.003109171845997696,3.3305763476347883,0.5779259333165067
510.22,24.5,2.77,71.61,59.57,753.46623370757,2259.458615374116,1475.8662025810618,910.5812478663165,1072.4896574883726,18.219454131571553,148.0042025590308,93.37201222281612,0.06739267360979076,0.003058501812799636,2.4098734865250098,0.47005000871984925
592.1,29.97,4.08,89.55,50.9,480.25010832035844,954.889264695507,1393.2871916757522,672.5536040976998,630.2346587992591,24.510704922013247,177.67114594633952,120.39265098326624,0.0526983265339285,0.004324117658156611,2.610042817772801,0.5219701857287925
682.5,25.86,2.13,64.79,55.64,957.8857215340875,2412.628848176908,1053.156472826758,837.4972820044253,905.101934782286,11.13058310797236,155.04178354051152,97.78503083118656,0.06457196853205102,0.0035698155557424348,1.424548041607233,0.2698636117315917
191.0,19.23,3.5,85.23,59.02,793.0913910827907,3042.8817573781325,2272.392401164834,1160.2589934669386,1080.8413403354814,29.149862807111134,122.42682481651255,93.23542735058304,0.0685496392265894,0.0025064018776838307,3.897752270476436,0.5965265759849583
486.26,21.4,4.53,54.23,45.49,593.8655757377926,1187.3101828138715,1677.9903039603346,757.1620278885827,418.6396233871823,27.10330390215117,136.55932989079602,108.5680913939946,0.059972303776383414,0.005749943548460849,1.9530751904354708,0.5995922408686318
588.77,29.05,3.2,85.22,45.7,627.5177210834815,1245.5452993424333,1686.7083770863983,637.6579274143975,799.5009172079873,22.60702488381181,173.13104211083532,129.52439849799046,0.0494981622820438,0.002685209766019661,2.486785302762246,0.4380117921154665
375.54,14.11,3.31,64.45,48.52,961.6890460912092,4506.682971975423,2578.9232457425333,1019.4805207967541,1330.5041990267853,29.64456038235212,97.88051864357666,92.16846350519579,0.06837526316198786,0.001716616434546836,4.394948987373417,0.5616051196394733
360.69,29.69,3.29,64.88,56.97,599.5813368664776,1504.3398850177634,1611.070840560903,816.1952796158979,869.6242089884375,22.367804998112955,171.74660663943337,105.2827482614484,0.06252060484286308,0.0035356072519203145,2.958244477708,0.5138371371269413
664.04,23.96,3.38,88.18,53.88,602.7750112615424,1913.9232889211123,1416.712439540839,816.8953760219534,1160.0687912711992,22.77599517428135,148.23066393587413,101.68225280462248,0.06040225804901327,0.0027239978291942724,3.432442193933919,0.5586532358539952
289.38,21.42,4.44,75.77,54.17,1222.3802834213252,789.5826610357095,1448.0802516835322,925.443413486513,64.53555926276294,14.293885834178038,133.65159747015937,99.79216955772537,0.06404054993704489,0.004276562954975454,1.613196870636366,0.3121897281478088
564.71,10.58,2.64,88.37,45.64,1514.9676447950571,8015.284222752646,3366.8830862163773,1066.1084924378838,1566.2944666097999,27.716732835722656,81.32460333644448,90.8780173537739,0.06665494574120448,0.001384481133348999,3.124149439253419,0.5204381932627467
515.46,29.46,4.01,54.44,43.28,544.2032248320826,890.9289912601729,1728.167618198534,579.3184272847234,595.5385228503291,27.065445890330913,176.58573712960035,136.16144633475741,0.05049948753534788,0.006103112714102116,2.4277005204927113,0.48841821031896904
656.49,27.57,2.54,58.28,58.68,746.7896498368781,1991.293070039976,1163.1633031610238,831.0452006784292,991.5589902549159,14.612854252246054,163.19162269133238,95.2789488400456,0.06800229148927964,0.004115436603992775,1.6896636133365808,0.3534486771413694
554.73,29.87,3.4,78.78,58.7,530.7369202826494,1384.9073897570213,1283.9404847801454,786.3066285341083,952.7347553113958,21.108674062440265,174.55705854835446,104.03319163092867,0.06080443704696817,0.0035160395401963177,3.022783961904447,0.49294574242316047
643.5,23.76,2.49,56.0,41.47,923.958305083472,2026.6204838029062,2032.370413880478,691.7566959447611,873.4690642305648,19.052228028665088,147.2947017098962,120.92238928004177,0.05371810252217517,0.0025547555663991335,1.7674154282872323,0.39978489534610945
307.46,12.0,3.9,97.61,40.66,959.1299581685352,4633.251856290299,2826.215340477918,970.5421433793,1013.9356709803722,34.823672667394824,88.22073326680514,103.98079050678659,0.059590997894853046,0.002720471662465293,4.032564055091784,0.5273075055451323
110.65,18.44,4.79,83.67,40.2,1715.8153397555277,947.4441566869473,2293.1101416031183,914.6971353984277,77.90802663423327,17.328474631676563,120.63908177876242,126.18878828295799,0.05233465767209861,0.004990156344088373,1.7550760111286827,0.33496424916578793
202.14,28.42,3.55,55.9,44.33,686.5783380390334,1463.598615871808,2201.913837423393,704.4894120268708,831.294106256421,29.195615730524125,166.66109250251256,131.854210568233,0.052645810219934044,0.004305186332159785,2.91162211504134,0.5377116458857972
378.78,15.92,2.48,75.53,47.6,1211.9316526596488,4417.573011989903,2836.8960075579066,981.850135386288,1186.7466023502786,23.246943872928824,106.15254657460414,96.37874401967507,0.06438583674171944,0.0015051535824260772,2.450424548659174,0.5590713751591196
429.83,11.53,2.22,96.75,57.82,1720.3729015240758,8046.252890391688,3108.515527559774,1228.01166593105,1362.373520267052,22.121823358537327,84.96286546508406,80.878650482121,0.07482989169229862,0.001600144863777688,2.314316084370985,0.5393504511016014
246.58,11.47,2.94,79.76,46.53,1315.63878866294,7405.329878151166,3485.1764737278936,1147.6821412681127,1540.3308473266852,31.272905000255836,84.21160927363714,93.19521913532958,0.06716081850961352,0.001965475335271915,4.186423467910674,0.5393339220423046
349.22,12.02,2.68,59.79,51.3,1371.867322739162,6765.595396342017,3261.593979227157,1147.630457897579,1470.788666134222,27.463385661505697,87.3840930683079,84.8993325122629,0.07432465437502603,0.0016905276298856532,3.313538584689383,0.5590572437026824
400.35,27.28,3.78,58.45,59.49,530.0988182777232,1473.9274712509578,1467.614808882443,859.7143772517295,819.4952603803697,24.07715472424115,161.92477158136828,96.71984918929691,0.06852525929186863,0.0037963354674092698,3.217238566931059,0.5939634369421675
544.48,26.47,3.07,52.03,53.34,652.1345393648708,1734.8959988624565,1521.8337879588146,788.9563008468746,977.2152700079564,20.357650124539035,159.2483346023918,101.0694988582851,0.06578042279393667,0.0037960476420222993,2.7487735987579613,0.479492631256588
291.58,11.17,2.01,58.44,48.86,2014.3889526887444,9482.271950268767,3973.761954139235,1212.1645639760216,1386.8943738344888,22.65439307781134,82.07782855862948,86.06142809211048,0.07397110473142028,0.0018523089059034896,2.9165762973944984,0.5534122985002501
440.66,12.68,3.87,71.89,59.19,878.0511769345354,4703.8135551156765,2355.1987801066766,1131.918125302712,1245.3566466246893,32.34766839132059,92.44801725172893,80.97250983544807,0.07686810059751185,0.0018471146843757763,4.743220518443545,0.5639267717756171
682.56,11.22,3.7,70.89,48.9,996.9053494034571,5870.326151301788,2572.5488310970954,1026.9695570555311,1558.1345394603575,32.88871789155326,85.58034856235953,87.66323549549209,0.0699271071409869,0.0016322899719460762,5.291276842263899,0.5361839574974789
298.42,24.23,3.07,75.57,50.48,750.0141112028253,2151.0179591094807,2036.9807397285301,860.3319493327092,994.9739282402676,24.015413867352763,145.53159595251142,107.91047878559719,0.05928235548328912,0.00228564110266281,3.0975504367467632,0.575856823117563
592.14,10.31,4.1,63.64,58.51,971.973952130783,6000.728363683443,2540.83946387884,1144.1002698079776,1377.4963825832888,34.80356764410987,81.31041142149171,77.3086019880061,0.0801341105315559,0.0021059510875514427,5.1798884054651095,0.5516427398701181
174.4,14.14,4.91,98.82,48.7,1802.5112049624554,979.5638648496861,2086.0531460701727,1082.8435154382303,73.7798605096777,15.212938868866557,99.47098670117289,100.30229445611025,0.06316787531072822,0.003172425143836573,1.8093424060102405,0.3673762037901462
627.42,28.28,2.7,82.28,50.55,723.6177023888024,1648.9085159290928,1514.0534508969,724.9255574800834,887.880693296862,17.606485502058913,166.70640934401987,114.15424375289537,0.05511507896452884,0.0028721770059199838,2.0229094986849,0.385634778161675
554.37,18.98,4.22,80.86,44.53,640.2966705880383,1675.752475217293,1841.9950683687885,793.6994623842268,629.4591552739583,28.817723535785145,124.63463410328825,108.6054612340715,0.05708361276437605,0.004082202616819742,2.721543202590211,0.5633824943218418
634.56,28.7,3.0,66.39,53.73,626.7467029657117,1525.3838423601846,1364.6767639755933,749.1423162763543,931.3380298653235,18.95783145816959,169.3933042445088,107.14837839515084,0.0598966842466676,0.0035148500667120794,2.4355945369085377,0.4279279651932081
321.63,25.26,3.82,92.89,48.03,603.2901312102924,1456.7538846054474,1836.7958660375355,774.5702046438314,709.2617025869736,26.968167252864383,151.16132222746378,116.59326790345229,0.05437302730644452,0.004451788045551217,2.9018965998585338,0.5907652920186987
169.25,11.5,2.55,71.86,45.05,1595.3406978975224,8383.268889611752,4096.163411414668,1229.4541753127185,1639.9696453950032,30.008847184186482,84.00285206345214,95.75411769547618,0.0666223700089341,0.0013924811723988978,3.3189737824769208,0.5459667574522621
301.75,12.15,3.64,86.81,44.72,1003.8422214731801,5162.2453021234505,2867.95468053731,1037.8407065861416,1275.145751505051,33.55085558460055,88.21942113914965,97.19944548850513,0.06376290962334459,0.0018826368221184747,4.733301886332496,0.5353575093120543
418.6,14.51,3.37,78.54,44.9,924.2619453415963,4080.6187876654717,2519.176411453541,949.1516842179319,1276.3665235625256,29.74544656573868,100.25818680384499,98.97508930489718,0.06258728953723153,0.001514220926611592,4.29179439471872,0.547341042965814
615.44,23.15,4.27,51.4,51.37,526.3127615424688,1360.7984488274358,1474.0111132328163,786.6855378734655,655.0882373030213,26.26740643407631,144.55131837065173,99.49183117098373,0.06618523174861957,0.004084318570031957,2.8001048035766667,0.6221805552240846
695.47,28.93,4.41,78.1,46.83,468.4616728755751,844.0003215272942,1424.859577532903,620.2326051972224,522.831276756902,26.1190853935044,175.38713026130787,127.38981643614828,0.0505090586320293,0.006333842132977346,2.286195769603781,0.5279278253000312
284.81,27.97,2.29,96.67,40.61,1065.7473625676469,1936.7164517318317,2726.220079615943,646.5713511064093,807.4737629528422,21.2702396248635,164.59644708802077,144.2593224878904,0.04526896778048508,0.002124995410595503,1.9925714360937785,0.37594235073091836
589.07,13.75,4.51,68.67,47.07,767.7559383282937,2404.9297016938485,2112.399698483615,924.7867598921293,559.7237577628761,31.878837315263407,99.15557547447382,94.11798056277595,0.06540122382595354,0.003043938287005523,2.5417314064503644,0.5501081450473174
395.07,26.14,4.47,89.44,44.88,619.8644357678096,715.1730390877243,1688.5239167526174,674.014242605976,178.94522960911144,25.17251757591856,158.25241764241758,125.75816061525387,0.050028838031198085,0.006922143614702264,1.309513043180708,0.5273296977471432
616.1,18.5,3.57,50.6,52.85,695.9132957887033,2689.4765764153085,1753.0109092970067,908.8177585663533,1197.8132855673155,26.341724624523867,121.18164177941509,89.13902622690287,0.07274238697543865,0.0028792976154427365,4.032123081219417,0.6056397208522447
346.6,26.94,2.98,68.66,51.11,715.1264461422279,1837.7620638018902,1881.70447890605,797.6302350653465,938.3119347639977,22.069755643945108,158.67178120114954,110.64785542298497,0.05867391594796602,0.0027459644482553413,2.7837349786489956,0.5033159344256375
670.75,29.46,4.08,62.13,53.25,453.5388937176468,1061.3319367341303,1261.616144887065,699.4985664325357,779.1865688102584,24.203358504476018,177.878584005024,110.41509939813452,0.059133265744272016,0.0037756346721067656,3.012730930215959,0.5349990200547792
696.41,12.52,2.78,91.66,41.72,1251.2526261521846,5539.325600893,2903.2755873765664,937.1638198454762,1372.4289707700304,27.06072582819682,91.47449321122518,99.34359107556946,0.06096496524506174,0.0014209106677492713,3.160433824626078,0.5236509960693904
255.37,26.56,2.65,88.03,46.69,888.7245290538052,2082.437837399571,2360.2661482448225,788.5187554025588,923.9291959967039,22.455407156324632,156.4251876989258,121.412151239934,0.05272315245148756,0.0018439058933609363,2.286784068816473,0.47680060765095933
467.19,28.01,3.94,52.75,55.78,502.2072619229257,1260.1553227732275,1421.6949923087936,784.5608143760319,726.0017655917511,24.20389511751188,165.75046804387324,101.2293297460354,0.06653817957165618,0.004060553581211038,2.9599366303893615,0.5739716938156765
318.65,16.73,3.71,64.84,46.68,779.4058110475992,2972.321515932337,2256.3972244293245,937.8778044993784,1000.0891625891727,29.94142871228645,110.61709805312334,99.86195365946101,0.06378699392910013,0.0028842124981320757,3.865986144490664,0.5725982151066111
578.22,26.91,3.24,83.76,43.06,653.2314372666875,1357.3413127264262,1802.8582665022138,639.718764654582,825.3143638912368,23.788503940995007,162.56835809596527,131.08731031971521,0.048753388990032585,0.0023338589625359557,2.6032933128103304,0.46547709141618643
176.55,27.03,4.74,77.82,40.04,1253.626037019258,726.4918884961915,2019.3756160950613,625.3793566685632,77.17202269537515,18.483722083473893,162.3708423798007,150.06634600047923,0.04526369610283858,0.008903612572393341,1.5901665026681124,0.3142791256490728
206.31,14.82,4.67,72.81,58.47,1725.5112983572578,983.5941990238468,1800.1452779796787,1181.817877814593,70.29055996341667,14.211337957608423,102.20729173224123,87.96867739279918,0.07332664463530465,0.0029608383279946192,1.7898563973459487,0.3470935252793611
300.39,10.66,3.16,75.79,58.94,1265.5738052762156,7882.057762466163,3244.3302029289503,1285.8035703583773,1665.9498839312087,32.05531234531563,80.93817177100266,79.87289975226876,0.07822428108749074,0.0014702384971007074,4.9353136501692845,0.5518168270238699
149.81,25.2,2.98,56.1,50.39,882.7603605936172,2579.1406785186487,2548.794036034563,968.4374695526178,1128.0611146635792,27.35000263192161,150.0057703379862,111.17376123975335,0.06192745029403238,0.0031835568620306428,3.1728597325036034,0.5940893250958452
566.96,21.79,3.49,93.84,57.34,622.9887444852401,2277.2299829394938,1513.3726390115673,903.5084531427782,1237.1790739028716,24.047795375183206,135.61043056498372,94.818943297158,0.06448215802987559,0.002526569599535257,3.967609484900927,0.5844846484200668
663.25,18.35,2.03,77.25,42.19,1339.7527919596769,3695.1103308037445,2133.433314309096,831.7531356573286,961.1156643341897,15.601186637271704,118.90123944148728,107.8525468629411,0.0569580537138084,0.001905805586302689,2.0149218258782726,0.4052385548043499
688.21,21.4,3.91,72.55,56.22,552.9304745235194,2065.739288186856,1413.8487457625056,870.8738749520877,1232.5412820754138,26.14046653907112,135.71636574635218,93.58743034877422,0.06633096288162546,0.0027914453778118548,4.329558179526545,0.5931385469889519
442.29,18.99,2.96,93.72,54.79,847.8003976220074,3201.744422155734,1975.0403066250353,975.8775574116781,1240.4158814096938,23.12703686990075,120.75550720024833,93.6159082207588,0.06541786687355267,0.002024400979495256,3.3683120656752017,0.5720153172538696
330.43,20.52,2.2,57.59,50.23,1174.4560172226447,3477.9943580495546,2440.313464253294,953.0450713356731,1005.1664509080623,18.173272392462604,126.64244980994326,97.18433690945588,0.06612750050213571,0.0024326616543505,2.1402883934197336,0.495199434156853
218.51,27.03,3.53,77.45,55.0,648.6025461129764,1764.028259188715,1931.2130273165603,904.4835374108477,866.7081696331161,26.520350095838538,159.23505443432558,108.35003681247892,0.06022031659825244,0.003470986051185323,3.205876014043214,0.6041102864863725
643.19,17.97,4.65,86.69,51.23,957.0483973644705,1006.5939669351585,1385.471946263566,867.9438222606595,78.49550356351105,19.665987273611687,120.76892109302419,97.39696485580197,0.06294358220440416,0.004152010240140858,1.3477836243760544,0.36199139444064804
649.52,15.92,3.07,61.36,46.95,926.7838971652149,3609.698665464152,2185.602306117898,911.6302834597335,1240.574707265612,25.75932900553635,108.384235090868,94.96291739105867,0.06575183506590318,0.0020703703862493235,3.4149880326767916,0.564647893889411
646.31,21.82,3.64,64.08,58.78,584.8087038887663,2229.4709157447537,1408.9575565766686,902.5759558987385,1316.2459078031154,24.63591843781937,136.5047294982375,89.61682809960932,0.07039041726156475,0.003106277259519647,4.230577301353464,0.6075826788282563
410.58,18.52,3.19,86.73,53.99,803.7305851989493,3148.824983437144,2040.4200834928004,975.7307053100159,1227.1616699044957,25.295564841272448,118.67043400688598,93.82597581009185,0.06579685460138943,0.0019744895095179524,3.8544570379544787,0.5736532991714929
328.66,12.36,4.62,98.28,51.3,1666.6118443479238,1191.3271199633011,1926.0018676426553,1065.3286160909408,75.21149046105515,17.661788651242556,90.31343372050146,91.47956122115319,0.06757634309293975,0.002715734656056848,1.5753335929090782,0.3659320874556524
504.58,15.28,4.36,72.22,53.81,708.2304568086381,2482.891834307674,1948.449133566468,982.9971458134448,664.352872583282,30.665844796651342,105.13658590537675,88.97362631566108,0.0696396742243108,0.003117631996427504,2.942901392917187,0.5667917346634463
280.12,22.78,4.58,72.21,59.44,1080.516025454579,724.9218846692082,1364.1176047011509,966.9090003053906,66.67432340580379,14.791143853504739,140.0218138330429,95.03057027085262,0.06760757294711843,0.0040473626964831685,1.5225171754807225,0.3334022647664397
267.19,20.24,3.74,53.08,57.85,686.9216025520108,2419.451551567346,1975.4250508236905,1035.1363034108256,867.7505300814626,28.02741480395077,127.13838699956919,89.4003625141457,0.07495110936265018,0.003303634381661104,3.4722545169703753,0.6287619926253142
108.64,15.64,3.71,82.89,41.01,976.7761507921857,3775.166053612602,3002.138566593424,1069.4073672442246,1162.2484388653609,36.2764515443224,105.86547265333253,115.72814005753173,0.0563926094295779,0.003144758970099813,3.9354528358635146,0.5624957916808648
622.66,23.88,3.82,95.94,51.65,547.7553387968135,1621.5385281426609,1462.8297977910593,789.229969505375,953.6194456947092,24.88455941217305,146.36532381579514,105.97523089892465,0.05809848438793235,0.002422325489573726,3.504389417191865,0.5832336794181412
