d_tsv,h_tsv,p_rdl,R1,R2,R3,L1,L2,L3,Cox,Csi,Rsi,rmse,scale_max,scale_min
8.76,75.07,58.65,797.5316489028264,390.80781384563846,1119.162109416457,1088.8569262342396,100.88739645685602,17.75430620416783,1241.8277259955194,214.05040917774403,0.029997822076222067,0.007860082262460218,1.7200735041160942,0.4684350757157944
7.4,86.7,45.8,1021.7639339805019,505.85900409191845,1317.3197212690782,925.5766777147747,98.00667096002071,17.450727295262197,1088.0622062926514,230.98659698685836,0.027862400992945922,0.007533987509931231,1.8118650072300173,0.46409271314431255
14.71,78.07,56.25,430.9778415458612,150.4324216847484,811.8130568426955,761.0623586269728,112.49430512432373,19.06835932951273,1783.27764358502,326.9447653432471,0.02208843964632415,0.02011878133817668,1.5146736872970876,0.4249212266190169
9.85,51.12,58.31,601.7118105499001,309.82832935013124,1231.8217261319098,1143.8433221261735,173.04882120057326,26.554050819503463,1400.4102759950904,238.6582633579969,0.02843562069279716,0.009057625515868296,1.3390084596487453,0.5553227976393093
9.97,82.16,49.92,604.3891780230682,297.8312174938301,989.8957236663593,859.6930425078689,111.03379308316418,19.587202582318955,1329.4817825573336,256.4033340053444,0.025557023463321334,0.010057277930013011,1.550314009618081,0.5008044767147968
10.29,88.58,44.59,563.1047173717826,269.23002140808813,973.4790956859633,740.135845850968,115.77495005345608,20.273878809922014,1343.7726053198744,288.9360725129708,0.023251941280497228,0.011400455365158152,1.5044212626977176,0.4982359787432422
5.74,51.97,57.11,743.0864608356071,3238.6094523278102,1985.0693438749697,1379.0548109728834,1282.4176950303272,46.011047602317234,1084.465642533677,203.20730456083277,0.03341549551249673,0.006203884517868123,3.243761610006313,0.5340343027615343
9.03,65.6,56.14,800.5600773741528,392.5345385560407,1154.1924854213503,1068.7419222875715,103.65771912134952,18.491482295445522,1289.5953469355914,227.22594708400464,0.028847953070190474,0.008421704220791106,1.7073053619450806,0.4617466116711495
5.53,72.79,52.69,689.224462351613,3322.397717036106,1861.5520465683396,1213.3865392076887,1168.736413768121,44.717848655038466,953.4889177992789,197.02505229706682,0.03306396635834443,0.0059383539232233575,3.5279446819423965,0.492380027660012
7.91,55.5,57.33,645.613922589124,643.3843414635719,1343.4330869813862,1210.8355313165446,216.04350565698465,32.683424219811116,1236.9162704060532,217.33623958299404,0.03067478914060658,0.00724186695094913,1.3335223384001142,0.539153439432702
5.17,91.64,46.14,1367.381977169526,1215.519446747946,1526.4843270475114,1084.6997220726003,99.70665242703112,24.350879435935386,860.4274737172128,200.95453505786728,0.03187441222973869,0.006191683563358184,1.5098386364601823,0.3095866337363449
7.61,81.86,46.97,994.7801755152609,490.0296947395885,1304.3319928543674,942.4814218807393,98.68821704167694,17.584809858177024,1117.550539795335,231.30404257610945,0.02792726130990329,0.0076476669231649655,1.8026030771425077,0.4601146743820168
10.0,59.72,52.86,688.0504631706111,342.36121841356777,1090.7046367975606,982.6269345906119,111.871395157614,20.088848924035723,1378.7704450195586,253.59824129711743,0.026527969919982512,0.01009416083327721,1.6026304110836327,0.4777337435775822
5.2,76.69,55.5,734.0682481823108,4499.324889658106,1965.8021428511067,1273.3881302722832,1612.7631305245368,44.92263007547617,908.5828452513292,187.22584527058356,0.03463019785067265,0.005881187267555125,4.662172160561845,0.4906532189805081
8.34,76.74,44.7,871.71633658679,433.47453563469355,1230.9329435796722,870.8938294259184,102.79979394718636,18.565434500667592,1193.2805906140643,253.48125691045334,0.02599344363076058,0.008670125174739345,1.7319419515631855,0.45988214023855134
11.54,79.24,40.76,486.5240609838978,166.29919028633998,1026.5167499275465,621.4027832906974,131.18498757386362,23.040236035396315,1453.7208520439972,361.08428191971717,0.020288393388938217,0.015381584679107734,1.395393309762037,0.5088309965390106
14.07,87.42,56.87,416.71459160273815,149.6385930028372,770.1780304828083,773.7704920472102,107.50044327853168,18.125495115840412,1710.3945694052918,304.3050839383435,0.022875792813298598,0.017555072766325727,1.5184150155086868,0.42971753063226364
9.25,55.0,43.75,589.6393161773074,341.9426270472968,1426.0778949975609,863.6581320321343,188.60690189612077,31.887833905746298,1330.9677494969317,286.6407951072752,0.02436747431707054,0.0135107393748961,1.4698995901159524,0.517751646944508
