l_rdl,w_rdl,t_rdl,h_tsv,p_rdl,R1,R2,R3,L1,L2,L3,Cox,Csi,Rsi,rmse,scale_max,scale_min
219.56,15.11,2.73,75.89,49.14,1182.4220052879284,5148.120684863896,3060.418653272453,1117.5789951173947,1368.9144504940266,27.27526611133753,101.64259852414258,95.43432186171172,0.066347964088754,0.001792339135704858,3.405481463340338,0.5648827325452976
250.82,24.19,2.09,74.27,41.05,1251.4198040170484,2782.1502056794743,2934.025711076975,763.0985917631283,881.9517336041737,19.848651501945614,145.6695557685479,127.80496531026901,0.05082277208338287,0.0020152026105502785,2.26718132086555,0.4157312011067084
395.12,24.09,3.42,82.58,52.73,639.4219128183289,1896.322155843639,1734.5906632009255,846.8957472803442,970.7559471867634,24.37751661118253,146.12978066191323,104.56608292695782,0.060182205290500584,0.0024076863011742297,3.378994285551409,0.5965079128616448
413.96,12.39,3.24,95.61,50.18,1080.6830661532995,5626.952078315585,2803.5286210691743,1073.202141129409,1457.5253252119758,30.57491882198972,90.26302887532762,90.18611982864499,0.0676701364273522,0.0014495445463795142,4.528469057698666,0.5382198003269298
107.55,21.36,4.58,79.47,41.59,1629.3015599465205,949.9620370273107,2238.9030710303446,881.1272108428636,77.5714651478871,17.906591235358224,134.88469723282617,130.34015104350206,0.05140164148915708,0.005797730096114484,1.7042536911111048,0.3157902756147089
231.45,23.12,4.05,78.63,51.49,1093.877151824769,1027.4845951586985,1707.2870298643334,900.4013245324331,71.99058606525713,18.285011574844894,141.86307064351672,107.43695490383239,0.06002149344394157,0.005121652823328317,1.3570235159159167,0.3099436604029273
379.25,21.01,4.59,86.11,58.86,594.2475170454314,1323.0399863907753,1585.1013158237402,945.8485496348483,370.84005418041295,26.444915014764014,132.8378884188312,93.50383048886809,0.06629686929698686,0.004659547621641028,1.8060766216796897,0.5931158723640748
139.44,25.27,3.36,76.53,52.63,789.608542237782,2341.064935711374,2383.7953817678,1009.8170965379712,1052.5533704523586,29.478625830775425,150.98118152818134,111.80222275340408,0.059439198826232394,0.0029503971598656086,3.4337423641282663,0.6190485661952462
260.86,18.69,3.64,51.77,46.14,762.160323657491,2556.5528469500687,2265.7778451929375,912.1344484616666,936.031910478112,29.681469805112034,120.44191911281762,102.724622266631,0.06459121540558668,0.0032109384907837023,3.5647852402962537,0.5995012119405732
384.06,23.51,2.79,98.51,54.42,802.6718179088354,2416.267367130679,1862.4401887712609,901.7658546402668,1061.4308092256795,20.64470930889653,142.7054358008815,101.65443952128452,0.06087679407743679,0.0022117618358806967,2.7002821084400903,0.5243318798284542
209.59,19.37,3.88,63.95,59.58,715.9904917852755,2538.0283643786015,2097.997325501523,1123.0238708195823,742.4338618566376,29.6687920515282,123.54734637146572,90.37913646455466,0.07284296096008172,0.003842542779870334,3.0581625895045934,0.6157157171128864
158.12,28.85,4.48,93.51,59.02,1366.8336051555993,712.7046786788168,1599.461396318873,964.835845054223,62.575130758450356,12.700393843792657,169.526998803618,110.70004369753369,0.05940747120094791,0.0048945663078265545,1.8413213375441724,0.2776064569761332
339.84,29.43,3.62,58.84,48.35,588.5550671062557,1214.7226375385485,1798.3144483312067,694.2225475987972,733.4006768944216,25.792303812441556,174.46403564113737,122.05255910340975,0.055384688585628235,0.004176829111083113,2.7675175130579373,0.5142615115662615
617.66,17.97,4.9,82.07,42.22,1275.4236041161269,761.1638277979142,1380.9766928083188,758.2662889836887,68.34696087903691,14.22191953510865,122.2224503367493,112.43159225651858,0.05522417102624776,0.00480792632265303,1.6773153258486824,0.33375284467794697
211.59,15.67,4.32,50.58,57.17,1569.0087683113022,1106.984222155125,1823.466576170987,1152.1143385915127,70.69103978383671,16.353067227490616,106.41436141597951,85.90064680987868,0.07893042064028931,0.003324277361163622,1.607096484595122,0.3234331064936226
343.34,11.13,4.49,95.03,56.61,1392.4717462321762,1726.9171010292246,2246.9556708368536,1156.096156546899,95.10207739322657,24.794330785415454,85.5604325357003,84.84279942048943,0.07278976806619682,0.003233390721481171,1.4224491655354323,0.43378287164806123
324.32,27.97,2.11,78.53,44.62,1101.556003906114,2039.372281925261,2476.3207016428723,715.786802580198,713.6217113048605,17.583730938606042,162.990188763421,127.59386923919129,0.05054450284115802,0.002313756051049033,2.113029652908778,0.3521925067294687
540.84,27.46,4.82,60.17,48.93,510.55215362793194,749.1873375939731,1406.1030404986648,677.4595047666668,310.23260701739144,24.42898718560367,166.914603783156,116.1631831570767,0.0566621786265241,0.0073419172543087875,1.544604086041365,0.5408066813567595
263.39,17.57,3.69,82.72,55.38,762.8367658108375,3018.525150238568,2174.2498554384724,1063.4407820995523,1014.9471535634186,29.407076780779587,114.95321342083007,93.0416966964342,0.06768089512647288,0.0027473428463827758,3.905857951342532,0.5810491527230246
380.05,29.75,4.18,71.6,51.74,510.13227290944104,981.6088597490143,1548.9562431319252,715.1207472343914,517.1365833774057,25.475142928532524,175.50460556885352,117.47969751193962,0.05574580687324703,0.0062512691890510355,2.3037131341521726,0.5479084832265103
288.48,18.56,3.94,79.98,55.49,695.4422682405564,2409.7532518982935,2003.3225593768088,1016.7526161778418,787.9688858881643,29.15657433719777,120.19928778434165,93.94844753674202,0.06707530955465013,0.0035404439596647985,3.2795743916878606,0.5861090382715817
398.93,17.2,2.07,58.68,57.74,1380.6367119387953,4618.6342038839975,2236.971242291344,1094.9857810406586,1050.7056139062536,16.360794229692953,112.26854806009261,83.87594509731049,0.07614760474108262,0.002470652880304685,2.0926213926409987,0.4964847178313695
218.24,29.5,3.66,76.22,43.99,658.2104847565032,1269.7397281112467,2150.6049259830456,660.1419102951747,765.044491288411,29.507787524567533,172.6776675459846,140.009954865003,0.04803822073809489,0.004927029706762727,2.76841634447029,0.51916484570163
308.51,25.39,2.46,93.98,52.46,923.6049498770029,2442.7176351397325,2104.336711966071,881.2977970195058,983.2774530467918,18.962071616966142,150.62650970901643,107.57570533158108,0.05821116980475481,0.002005758718166631,2.056009687619127,0.45499900200930327
266.81,27.21,2.84,53.6,48.59,800.5324165231591,1923.2731620571105,2173.1341817960733,791.8013258198929,932.5147408985806,23.015456256657483,160.9021908055301,114.459094073358,0.05947535963276846,0.003265254208632293,2.5647316750290936,0.48852497760887026
327.13,26.23,4.35,73.13,55.28,542.6335500475619,1142.0441032968772,1563.1361565886473,832.5110516863185,428.5000205734198,25.67244307463188,159.03481137711378,105.37405810508851,0.061249763482858224,0.005984360170117812,1.988747145088568,0.6111005891301003
687.1,29.49,2.09,84.31,56.9,907.6936198768225,1977.0151296526021,863.3484291424169,786.5468870807006,828.4127110496835,9.860488520763745,174.27683878239097,105.14015932379934,0.0588875820482037,0.003698310936781173,1.2815991863421765,0.21816218566524806
322.17,17.94,4.19,88.69,59.17,678.173729337232,2163.9930436793916,1912.3657296533677,1047.358187488856,616.7758419852414,29.233896285541974,116.97318391924136,89.74816167198186,0.06900981496112865,0.0036113763589376035,2.7586719347753954,0.5807882147777422
174.17,16.13,2.23,73.76,59.34,1459.158144609471,5849.166037411756,3272.1642869535244,1346.414710149312,1288.411790487689,22.864187720068294,106.28295516639524,87.06196743864821,0.07409700338618613,0.0020879096643750946,2.3813469213439076,0.5911925826840474
565.76,24.7,2.15,86.29,57.34,999.8744378235482,2553.6333172349373,1282.9289806366148,889.1695044185041,901.2723729321741,12.380277879801692,149.98194407924683,97.3068029425207,0.06319946752499137,0.002938222741823357,1.5624061363232704,0.30973568294192133
639.81,11.31,3.96,79.12,43.84,957.6961102538442,4344.949999518446,2621.9545710464026,958.8111331536647,1039.795522477629,34.300392948020495,87.57896582382668,94.69819979011379,0.06361620573382147,0.00362538573211626,3.9201499373501703,0.5244455452810841
383.71,28.68,4.57,65.98,44.22,591.5968453094017,569.6909504073155,1693.5620979217451,613.621422716422,200.38266176330288,25.74349860470089,170.1630121441391,133.0310537733209,0.0494139570840425,0.008001472085226795,1.2963517546590437,0.4920500338255201
397.4,13.76,4.2,77.51,48.1,820.0911142648771,2741.6327430261717,2314.074648204057,982.1881603532063,520.9937601671353,32.09436090031684,97.09964989366331,93.84156707215853,0.06504146050124053,0.004451963355597147,2.291169496360528,0.5461416973683115
173.69,13.96,2.81,77.41,56.68,1240.1610957349133,6015.693410474343,3220.238418014199,1323.1882322546373,1510.104325411254,29.0234179517721,96.77744729437929,87.83762784725847,0.0729484547293104,0.0018385701541316919,3.811715250870696,0.5749944689519314
152.65,11.3,3.24,96.11,47.12,1265.164522793509,7332.205718476205,3559.857160285683,1257.175791238176,1600.6929424124971,34.69972855338489,84.13073430516268,96.01020982017586,0.06581380775224979,0.0014983542616536112,4.866880647060611,0.5412013956282543
482.52,19.01,2.42,69.86,46.87,1074.2077503328833,3376.1719808613184,2254.3272718223907,886.8860581312505,1089.3561668179836,19.61225189797672,121.6116620166711,101.4208900075247,0.061590488074375165,0.001981011366110043,2.0407678005332937,0.5269831022305517
378.02,12.95,4.45,71.65,44.09,1429.8693383178784,1329.314971600545,2075.7761136225904,947.8168881028425,82.03952363207009,21.145415505399782,94.06171162741917,99.13069736744275,0.0633695219603494,0.003284647398165624,1.4314875360573471,0.378307197408671
579.34,14.52,2.14,95.46,40.4,1504.5330796610301,5196.78519230649,2929.7278931874334,905.877050987099,1139.0095527106266,20.155239817278282,100.1575449523402,104.77966092325845,0.058029481098832096,0.0014451996941781118,2.311900673802618,0.5303363744999908
524.6,14.76,2.53,94.08,42.16,1243.9704424957936,4491.58532734343,2786.8739854919195,911.7831505441127,1196.5620532880814,23.77682307732154,103.23248068542064,103.22049870906413,0.059007040463712836,0.0014815371570536197,2.373017682892468,0.5367715711947934
585.1,19.02,2.18,62.54,49.0,1192.8703635621623,3527.1586526290816,1980.1566817867542,903.7974945226796,1004.0668857214339,16.17010297442056,122.36765021379539,96.49394664545868,0.06496090192082025,0.0023636097165725834,1.8962411552061171,0.4374638008016995
343.43,13.61,2.96,79.98,44.2,1129.6142192877874,5066.282551133404,2954.4114603312287,998.3559088273516,1384.245454374034,28.80194292529413,95.78081886856242,98.67239143226493,0.06284323716311928,0.0013493843055026548,3.8305816649603783,0.5430975380791487
628.09,18.76,2.74,84.55,51.12,918.7276764202952,3132.2480912982996,1857.4508245905474,907.8423333769173,1177.9306276481927,20.825994930793232,122.37514232464189,96.19372452498442,0.06340371313470367,0.0022128818719876946,2.5575090267053655,0.5635175433301689
333.7,19.55,3.17,65.14,51.97,805.4613074680742,2869.9124535024685,2120.7631757315003,956.3708058491069,1144.8889725136112,25.49740841439966,124.39220775987144,96.46031314123792,0.0662741479219295,0.0022574895016535166,3.6070094739936924,0.5934934534587967
667.44,20.26,4.03,99.99,41.39,625.841472713279,1593.525115269356,1789.9208672285988,718.2367147310027,761.5374259365458,28.263154925531136,133.42594050278421,119.25583310649188,0.05177078104567041,0.003495998296685021,2.9707616165463233,0.5572628697647637
510.13,16.85,3.39,85.36,42.18,821.4400438651274,2953.9329593354473,2251.2848227624604,833.7889599011976,1124.1226957535355,28.151818859023063,113.69067242021353,108.22022097441608,0.05713890833615433,0.0016355478300053383,3.7615789044027093,0.5508033544061861
